,Title,Episode,Season,Episode Code,Category,Entrepreneurs,Location,Website,Amount Asked For,Exchange For Stake,Valuation,Shark 1,Shark 2,Shark 3,Shark 4,Shark 5,Deal Status,Shark(s) That Made a Deal,Multiple Entreprenuers,Description
462,luminAID,20,6,617,Electronics,Andrea Sreshta and Anna Stork,"Oxford, MI",http://luminaid.com,"$200,000.00 ",10.00%,"$2,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,Others,TRUE,LuminAID is a solar-powered inflatable light developed by two architecture students after the 2010 Haiti Earthquake.
463,Taaluma Totes,20,6,617,Men and Women's Accessories,Jack DuFour and Ashley Heffern,"Blacksburg, VA",http://www.carryacountry.com,"$110,000.00 ",15.00%,"$733,333.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,"Taaluma Totes are travel backpacks paired with countries.  Each backpack is made of fabric from that country, and funds a microloan for a person in that country."
464,The Twin Z Pillow,21,6,618,Baby and Child Care,Michelle and Jason Barsosky,"Atlanta, GA",http://www.twinznursingpillow.com,"$75,000.00 ",10.00%,"$750,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,Others,TRUE,"Necessity is the mother of invention, and so it was for Michelle and Jason Barsosky. These parents of twins developed the Twin Z Pillow to help them feed their babies in tandem. Finding that mothers and fathers of singles need all the help and support they can get too, they've also recently launched the One Z Pillow, which is another well-designed nursing pillow made specifically to accommodate one rather than two infants. The Twin Z Pillow and the One Z Pillow are the most comfortable and plush nursing pillows on the market. Both are versatile and can be used in multiple ways to maximize comfort for moms, dads and babies."
465,Frill Clothing,21,6,618,Women's Apparel,Kate Steadman and Sharon Bui,"Raleigh, NC",http://frillclothing.com,"$100,000.00 ",20.00%,"$500,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,Others,TRUE,Frill Clothing designs sorority recruitment clothing and donates a portion of each sorority's proceeds to the charity of their choice.
466,Coco Jack,21,6,618,Kitchen Tools,Dave Goodman,"Austin, TX",http://www.coco-jack.com,"$125,000.00 ",10.00%,"$1,250,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,Others,FALSE,"Coco Jack is a tool to safely and easily open young Thai coconuts, no matter what your size or strength. The company offers a whole suite of tools to make young Thai coconuts more accessible to consumers."
467,BedRyder,21,6,618,Automotive,George Conway,"Austell, GA",http://www.bedryder.com,"$200,000.00 ",15.00%,"$1,333,333.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,No Deal Made,,FALSE,The BedRyder product is a removable seating system that allows you to quickly and safely add passenger seating to your pick-up truck.
468,EmazingLights,22,6,621,Party Supplies,Brian Lim,"Los Angeles, CA",http://www.emazinglights.com,"$650,000.00 ",5.00%,"$13,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,DJ+MC,FALSE,"EmazingLights is pioneering the new Gloving Movement into a skillful expression of art, along with iHeartRaves, which provides wildly unique festival fashion for Raves, Festivals and Beyond."
469,Naja,22,6,621,Women's Apparel,Catalina Girald,"San Francisco, CA",http://www.naja.co,"$500,000.00 ",5.00%,"$10,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,Women's underwear characterized by attention to detail and fair prices. All Naja lingerie is made by single mothers or women heads of household so every purchase helps a woman help herself.
470,AquaVault,22,6,621,Storage and Cleaning Products,"Jonathan Kinas, Rob Peck and Avin Samtani","Aventura, FL",https://theaquavault.com,"$75,000.00 ",12.00%,"$625,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,DJ,TRUE,"AquaVault is a portable outdoor safe to keep your valuables dry while at the beach and the great outdoors in general. The AquaVault attaches to lounge chairs, baby strollers, golf carts, bikes, boats and more."
471,iCPooch,23,6,628,Pet Products,Brooke Martin and James Pelland,"Spokane, WA",http://www.icpooch.com,"$150,000.00 ",20.00%,"$750,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,iCPooch is an internet-enabled device that allows for two-way video chat between pet owners and their pet. Pet owners can even remotely give them a treat from anywhere in the world.
472,BrandYourself,23,6,628,Online Services,Patrick Ambron,"New York, NY",https://brandyourself.com,"$2,000,000.00 ",14.00%,"$14,814,815.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,"BrandYourself offers tools and services ensure that when people look you up, they find positive, accurate results, not negative, irrelevant or results about somebody else."
473,The Home T,23,6,628,Men and Women's Apparel,Ryan Shell,"New York, NY",http://www.thehomet.com,"$250,000.00 ",5.00%,"$5,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,"The Home T is a stylish way to show your state pride, while helping raise money for multiple sclerosis research."
474,BeeSweet Lemonade,23,6,628,Non-Alcoholic Beverages,Mikaila and Theo Ulmer,"Austin, TX",http://beesweetlemonade.com,"$60,000.00 ",10.00%,"$600,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,DJ,TRUE,BeeSweet Lemonade uses locally sourced honey. A percentage of the profits form the sale of her lemonade goes to  local and international organizations fighting to save the bees.
475,PullyPalz,24,6,629,Baby and Child Care,Julie Thompson,"Atlanta, GA",http://pullypalz.com,"$100,000.00 ",20.00%,"$500,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,LG,FALSE,A baby toy that helps them retrieve dropped pacifiers without help.
476,Budsies,24,6,629,Toys and Games,Alex Furmansky,"Lake Worth, FL",http://www.budsies.com,"$100,000.00 ",5.00%,"$2,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,Budsies magically transforms any artwork into a fully custom stuffed animal.
477,Bee Thinking,24,6,629,Professional Services,Matt Reed,"Portland, OR",http://www.beethinking.com,"$400,000.00 ",10.00%,"$4,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,"Bee Thinking crafts beautiful bee hives in Portland, Oregon, for beekeepers throughout the world."
478,Forus Athletics,24,6,629,Men and Women's Shoes,Joel Vinocur and Arsene Millogo,"Indianapolis, IN",http://www.wearforus.com,"$200,000.00 ",15.00%,"$1,333,333.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,Lightweight yet supportive and extremely comfortable athletic shoes.
479,Beneath the Ink,25,6,627,Online Services,Alex Milewski and Sherisse Hawkins,"Boulder, CO",https://www.beneaththeink.com,"$350,000.00 ",10.00%,"$3,500,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,No Deal Made,,TRUE,A technology platform allowing content creators to insert additional information directly into any word or phrase in any digital document.
480,NeatCheeks,25,6,627,Baby and Child Care,Danielle Stangler and Julia Rossi,"Denver, CO",https://neatcheeks.com,"$150,000.00 ",20.00%,"$750,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,BC,TRUE,Flavored face wipes sweetened with stevia. Makes cleaning kids' faces easier because they won't avoid it thanks to its sweet flavor.
481,Melni Connectors,25,6,627,Electronics,"Byron Dunn, Mark Melni, and Armand Eckert","Twin Falls, ID",http://www.melniconnectors.com,"$500,000.00 ",5.00%,"$10,000,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,MC,TRUE,"Faster, safer, ergonomically correct and cost-effective connectors for electric power."
482,PittMoss,25,6,627,Gardening,Mont Handley,"Pittsburgh, PA",http://pittmoss.com,"$600,000.00 ",25.00%,"$2,400,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,KOL+MC+RH,FALSE,"An environmentally-friendly alternative to peat moss made from recycled paper and a proprietary mix of organic additives. Using PittMoss instead of peat eliminates the need for chemical additives and controls for pH imbalances, insects, molds and weed seeds, and releases far less CO2 into the atmosphere."
483,ZinePak,26,6,624,Music,Kim Kaupe and Brittany Hodak,"New York, NY",http://www.zinepak.com,"$725,000.00 ",10.00%,"$7,250,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,Others,TRUE,"ZinePak partners with the world's top brands, entertainers, and properties to make irresistible content to activate SuperFans."
484,SnagaStool,26,6,624,Online Services,Dean Whitney and Jamie Manning,"Somerville, MA",http://snagastool.com,"$120,000.00 ",18.00%,"$666,667.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,A simple bar stool and table reservation solution for all events in pubs.
485,Noene USA,26,6,624,Fitness Apparel and Accessories,Bryan Scott,"Atlanta, GA",http://www.noeneusa.com,"$100,000.00 ",10.00%,"$1,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,Others,FALSE,Ultra-thin insoles that add protection without affecting the fit of your shoes or sneakers.
486,Buck Mason,26,6,624,Men and Women's Apparel,Sasha Koehn and Erik Schnakenberg,"Los Angeles, CA",https://www.buckmason.com,"$200,000.00 ",8.00%,"$2,500,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,Buck Mason makes high-quality men's clothing in the USA.
487,World Record Striper Company,27,6,626,Outdoor Recreation,Greg Myerson,"Westbrook, CT",http://www.worldrecordstripercompany.com,"$75,000.00 ",20.00%,"$375,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,MC,FALSE,"Started in 2011 by three-time world record Striped Bass angler Greg Myerson, the World Record Striper Company manufacturers and sells the same science-based fishing tackle Myerson used to land each of his monster fish. The company sells sinkers, floats, jigs and bucktails which incorporate Myerson's patent-pending Rattle sound that attracts big fish from a variety of species by mimicking the sound of one of the favorite foods: crustaceans."
488,Frameri,27,6,626,Men and Women's Accessories,Konrad Billetz and Kevin Habich,"Cincinnati, OH",https://frameri.com,"$150,000.00 ",4.00%,"$4,285,714.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,TRUE,"Frameri answers the question, ""Why aren't your glasses as flexible as the rest of your wardrobe?"" With Frameri interchangeable frames and lenses, you can change your glasses as easily as you change your outfit. Now you can buy the optical or sun lenses with or without prescription and snap them into the frames you want, saving you money and removing the stress of feeling stuck in just one pair."
489,The Paleo Diet Foods,27,6,626,Specialty Food,Shauna Sledge,"Ft. Collins, CO",http://thepaleodietbar.com,"$150,000.00 ",20.00%,"$750,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Deal Made,,FALSE,"The Paleo Diet Bar is a nutrition bar that is gluten, soy, dairy and preservative free. It contains egg protein which is a source of all nine amino acids that can only be derived from food and has high concentrations of BCAAs, leucine, isoleucine and valine."
490,Zero Pollution Motors,27,6,626,Automotive,Ethan Tucker and Pat Boone,"New Paltz, NY",http://zeropollutionmotors.us,"$5,000,000.00 ",50.00%,"$10,000,000.00 ",Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Deal Made,RH,TRUE,"Zero Pollution Motors is launching the urban car of the future, the AIRPod. The AIRPod vehicle is the solution to urban pollution and urban mobility. With its small size, a tiny price, zero pollution, and a fun and futuristic design, AIRPod marks a turning point in the range of urban vehicles. It is a real breath of fresh air in cities and the prelude to travel without pollution."
491,You Kick Ass,28,6,625,Novelties,Keri Andrews and Alesia Glidewell,"Seattle, WA",http://www.youkickass.com,"$100,000.00 ",10.00%,"$1,000,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,Others,TRUE,"You can be an action figure, and You Kick Ass can make that happen! With just a photo of yourself or a friend, You Kick Ass makes a 3D-printed action figure, and will even give you an action hero name and super power."
492,Sunscreen Mist,28,6,625,Outdoor Recreation,Tony Fayne and Josh Kaplan,"Detroit, MI",http://www.sunscreenmist.com,"$400,000.00 ",15.00%,"$2,666,667.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,No Deal Made,,TRUE,"Sunscreen Mist adds another point of access for sunscreen application in the form of spray stations and booths located at hotels, amusement parks, beaches, and other outdoors events. Rather than apply sunscreen from a bottle, customers can pay per use with a quick swipe of a credit card of a hotel key card. In a matter of seconds, the booths and spray stations provide an even application of sunscreen for the whole body."
493,SynDaver Labs,28,6,625,Education,Dr. Christopher Sakezles,"Tampa, FL",http://syndaver.com,"$3,000,000.00 ",10.00%,"$30,000,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,RH,FALSE,"SynDaver Labs makes synthetic body parts for use in medical education, which can replace the use of cadavers, live animals, and human patients in surgical training. SynDaver's models are highly sophisticated and realistic, and their flagship product, the SynDaver Synthetic Human is the only full-body surgical simulator. The Synthetic Human bleeds, breathes, and features hundreds of replaceable muscles, bones, organs, and other body parts."
494,Zoom Interiors,28,6,625,Online Services,"Beatrice Fischel-Bock, Madeine Fraser & Lizzie Grover","Philadelphia, PA",https://zoominteriors.com,"$100,000.00 ",20.00%,"$500,000.00 ",Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Deal Made,Others,FALSE,"Zoom Interiors is a virtual service for interior design that delivers personalized style at accessible price points. Users fill out a survey to give Zoom a sense for their style, then follow on with a free 15-minute telephone consultation. For just $150, customers can get a room designed with budgets starting as low as $1,000."
495,Spikeball,29,6,623,Toys and Games,Chris Ruder,"Chicago, IL",http://spikeball.com,"$500,000.00 ",10.00%,"$5,000,000.00 ",Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Deal Made,DJ,FALSE,"Spikeball started out as a casual outdoors game, but has grown to become a national sensation. Played in a 2 vs. 2 format, teams compete to spike a ball into a bouncy net until one team can't return it, which awards their opposing team a point. This nascent sport is often described as a cross between beach volleyball and foursquare. Spikeball's popularity has been growing, and currently there are over a quarter million players in the United States, as well as over a thousand nationally ranked teams."
